Reg 0 - Cid 0: menor: 0, maior: 100, mediana: 44.00, média: 50.03 e DP: 28.55
Reg 6 - Cid 31: menor: 2, maior: 100, mediana: 56.00, média: 52.51 e DP: 26.61
Reg 6 - Cid 32: menor: 1, maior: 99, mediana: 54.50, média: 55.17 e DP: 28.57
Reg 6 - Cid 33: menor: 0, maior: 97, mediana: 46.00, média: 47.90 e DP: 28.64
Reg 6 - Cid 34: menor: 0, maior: 99, mediana: 50.50, média: 50.16 e DP: 29.01
Reg 6 - Cid 35: menor: 0, maior: 100, mediana: 43.00, média: 46.02 e DP: 29.18
Reg 6 - Cid 36: menor: 0, maior: 100, mediana: 55.50, média: 55.59 e DP: 27.50
Reg 6 - Cid 37: menor: 0, maior: 100, mediana: 55.00, média: 52.54 e DP: 29.44
Reg 6 - Cid 38: menor: 0, maior: 98, mediana: 48.00, média: 49.75 e DP: 28.43
Reg 6 - Cid 39: menor: 1, maior: 100, mediana: 58.50, média: 55.30 e DP: 29.47
Reg 6 - Cid 40: menor: 1, maior: 99, mediana: 50.00, média: 48.67 e DP: 29.06
Reg 6 - Cid 41: menor: 0, maior: 100, mediana: 50.50, média: 50.20 e DP: 30.30
Reg 6 - Cid 42: menor: 1, maior: 98, mediana: 52.50, média: 50.28 e DP: 28.26
Reg 6 - Cid 43: menor: 3, maior: 100, mediana: 49.50, média: 48.48 e DP: 25.25
Reg 6 - Cid 44: menor: 1, maior: 100, mediana: 46.00, média: 49.16 e DP: 27.38
Reg 6 - Cid 45: menor: 3, maior: 100, mediana: 60.50, média: 53.17 e DP: 29.03
Reg 6 - Cid 46: menor: 2, maior: 99, mediana: 56.50, média: 51.87 e DP: 30.57
Reg 6 - Cid 47: menor: 0, maior: 97, mediana: 45.50, média: 45.41 e DP: 28.86
Reg 6 - Cid 48: menor: 1, maior: 96, mediana: 53.50, média: 54.94 e DP: 26.84
Reg 6 - Cid 49: menor: 1, maior: 100, mediana: 48.00, média: 49.51 e DP: 28.25
Reg 6 - Cid 50: menor: 0, maior: 100, mediana: 50.00, média: 49.69 e DP: 29.72
Reg 6 - Cid 51: menor: 0, maior: 100, mediana: 43.50, média: 48.68 e DP: 28.78
Reg 6 - Cid 52: menor: 1, maior: 100, mediana: 51.00, média: 48.97 e DP: 27.86
Reg 6 - Cid 53: menor: 3, maior: 100, mediana: 58.00, média: 55.27 e DP: 29.99
Reg 6 - Cid 54: menor: 3, maior: 100, mediana: 52.00, média: 50.71 e DP: 27.32
Reg 6 - Cid 55: menor: 2, maior: 100, mediana: 49.50, média: 49.39 e DP: 29.16
Reg 6 - Cid 56: menor: 0, maior: 100, mediana: 47.50, média: 47.50 e DP: 28.28
Reg 6 - Cid 57: menor: 0, maior: 99, mediana: 49.50, média: 49.30 e DP: 26.90
Reg 6 - Cid 58: menor: 1, maior: 100, mediana: 47.00, média: 49.64 e DP: 28.78
Reg 6 - Cid 59: menor: 0, maior: 97, mediana: 47.00, média: 47.70 e DP: 27.23
Reg 6 - Cid 60: menor: 1, maior: 100, mediana: 50.50, média: 49.81 e DP: 29.14
Reg 6 - Cid 61: menor: 0, maior: 100, mediana: 51.50, média: 52.59 e DP: 30.77
Reg 6 - Cid 62: menor: 1, maior: 99, mediana: 43.50, média: 46.61 e DP: 28.13
Reg 6 - Cid 63: menor: 4, maior: 100, mediana: 49.50, média: 49.93 e DP: 29.34
Reg 6 - Cid 64: menor: 1, maior: 100, mediana: 41.50, média: 47.02 e DP: 29.73
Reg 6 - Cid 65: menor: 0, maior: 99, mediana: 45.50, média: 47.55 e DP: 29.97
Reg 6 - Cid 66: menor: 0, maior: 100, mediana: 48.50, média: 48.29 e DP: 29.30
Reg 6 - Cid 67: menor: 0, maior: 100, mediana: 47.00, média: 51.60 e DP: 31.36
Reg 6 - Cid 68: menor: 0, maior: 99, mediana: 46.50, média: 50.53 e DP: 29.62
Reg 6 - Cid 69: menor: 1, maior: 100, mediana: 44.00, média: 49.65 e DP: 29.39
Reg 6 - Cid 70: menor: 1, maior: 100, mediana: 46.00, média: 49.83 e DP: 29.42
Reg 6 - Cid 71: menor: 0, maior: 99, mediana: 59.00, média: 57.03 e DP: 26.10
Reg 6 - Cid 72: menor: 0, maior: 99, mediana: 59.50, média: 53.37 e DP: 27.64
Reg 6 - Cid 73: menor: 1, maior: 99, mediana: 43.50, média: 45.37 e DP: 28.88
Reg 6 - Cid 74: menor: 0, maior: 99, mediana: 52.50, média: 50.24 e DP: 29.97
Reg 6 - Cid 75: menor: 0, maior: 100, mediana: 48.50, média: 48.71 e DP: 28.69
Reg 6 - Cid 76: menor: 0, maior: 100, mediana: 48.50, média: 46.55 e DP: 29.20
Reg 6 - Cid 77: menor: 0, maior: 99, mediana: 55.00, média: 54.20 e DP: 28.92
Reg 6 - Cid 78: menor: 1, maior: 99, mediana: 53.00, média: 51.56 e DP: 28.54
Reg 6 - Cid 79: menor: 0, maior: 99, mediana: 55.00, média: 52.15 e DP: 29.35
Reg 6 - Cid 80: menor: 0, maior: 100, mediana: 50.50, média: 51.65 e DP: 27.36
Reg 6 - Cid 81: menor: 0, maior: 99, mediana: 57.00, média: 51.87 e DP: 28.12
Reg 6 - Cid 82: menor: 0, maior: 100, mediana: 49.50, média: 50.00 e DP: 30.36
Reg 6 - Cid 83: menor: 0, maior: 99, mediana: 51.50, média: 49.75 e DP: 28.33
Reg 6 - Cid 84: menor: 2, maior: 98, mediana: 49.50, média: 47.35 e DP: 27.80
Reg 6 - Cid 85: menor: 0, maior: 100, mediana: 42.00, média: 45.90 e DP: 27.05
Reg 6 - Cid 86: menor: 0, maior: 99, mediana: 52.00, média: 51.87 e DP: 30.10
Reg 6 - Cid 87: menor: 2, maior: 99, mediana: 36.00, média: 43.11 e DP: 27.88
Reg 6 - Cid 88: menor: 0, maior: 100, mediana: 46.00, média: 47.03 e DP: 26.49
Reg 6 - Cid 89: menor: 0, maior: 100, mediana: 49.50, média: 49.98 e DP: 29.37
Reg 6 - Cid 90: menor: 0, maior: 100, mediana: 50.50, média: 49.37 e DP: 30.26
Reg 6 - Cid 91: menor: 0, maior: 99, mediana: 51.00, média: 49.94 e DP: 26.95
Reg 6 - Cid 92: menor: 0, maior: 99, mediana: 48.50, média: 46.70 e DP: 30.54
Reg 6 - Cid 93: menor: 0, maior: 96, mediana: 51.50, média: 50.92 e DP: 27.29
Reg 6 - Cid 94: menor: 0, maior: 100, mediana: 49.50, média: 48.99 e DP: 28.36
Reg 6 - Cid 95: menor: 2, maior: 100, mediana: 54.50, média: 52.41 e DP: 26.81
Reg 6 - Cid 96: menor: 1, maior: 100, mediana: 55.00, média: 52.03 e DP: 29.91
Reg 6 - Cid 97: menor: 0, maior: 96, mediana: 42.00, média: 47.10 e DP: 27.48
Reg 6 - Cid 98: menor: 0, maior: 99, mediana: 51.50, média: 48.87 e DP: 28.52
Reg 6 - Cid 99: menor: 0, maior: 100, mediana: 50.50, média: 50.41 e DP: 30.94
Reg 6 - menor: 0, maior: 100, mediana: 50.00, média: 49.81 e DP: 0.00

Reg 7 - Cid 0: menor: 0, maior: 100, mediana: 52.00, média: 49.98 e DP: 29.66
Reg 7 - Cid 1: menor: 1, maior: 99, mediana: 47.00, média: 48.00 e DP: 28.67
Reg 7 - Cid 2: menor: 1, maior: 99, mediana: 58.00, média: 53.08 e DP: 28.97
Reg 7 - Cid 3: menor: 1, maior: 100, mediana: 50.50, média: 47.87 e DP: 27.48
Reg 7 - Cid 4: menor: 4, maior: 100, mediana: 49.00, média: 51.08 e DP: 27.65
Reg 7 - Cid 5: menor: 2, maior: 99, mediana: 45.00, média: 47.18 e DP: 25.94
Reg 7 - Cid 6: menor: 0, maior: 100, mediana: 48.50, média: 47.92 e DP: 29.32
Reg 7 - Cid 7: menor: 0, maior: 97, mediana: 57.50, média: 52.33 e DP: 26.85
Reg 7 - Cid 8: menor: 1, maior: 100, mediana: 43.50, média: 48.85 e DP: 30.20
Reg 7 - Cid 9: menor: 1, maior: 99, mediana: 48.00, média: 47.23 e DP: 29.07
Reg 7 - Cid 10: menor: 0, maior: 100, mediana: 53.00, média: 53.28 e DP: 27.41
Reg 7 - Cid 11: menor: 0, maior: 99, mediana: 47.00, média: 44.70 e DP: 29.18
Reg 7 - Cid 12: menor: 1, maior: 98, mediana: 41.50, média: 46.23 e DP: 29.04
Reg 7 - Cid 13: menor: 0, maior: 100, mediana: 45.50, média: 46.11 e DP: 29.38
Reg 7 - Cid 14: menor: 0, maior: 100, mediana: 57.00, média: 52.65 e DP: 30.58
Reg 7 - Cid 15: menor: 0, maior: 99, mediana: 50.00, média: 52.43 e DP: 28.49
Reg 7 - Cid 16: menor: 1, maior: 100, mediana: 49.00, média: 51.93 e DP: 29.93
Reg 7 - Cid 17: menor: 0, maior: 100, mediana: 42.00, média: 45.24 e DP: 29.87
Reg 7 - Cid 18: menor: 0, maior: 99, mediana: 45.50, média: 46.66 e DP: 27.31
Reg 7 - Cid 19: menor: 0, maior: 99, mediana: 49.00, média: 48.01 e DP: 26.13
Reg 7 - Cid 20: menor: 0, maior: 99, mediana: 45.50, média: 48.07 e DP: 27.44
Reg 7 - Cid 21: menor: 0, maior: 99, mediana: 50.00, média: 49.20 e DP: 31.22
Reg 7 - Cid 22: menor: 0, maior: 100, mediana: 57.00, média: 50.80 e DP: 31.15
Reg 7 - Cid 23: menor: 0, maior: 100, mediana: 60.00, média: 55.57 e DP: 28.26
Reg 7 - Cid 24: menor: 0, maior: 100, mediana: 48.00, média: 48.68 e DP: 30.26
Reg 7 - Cid 25: menor: 0, maior: 100, mediana: 48.00, média: 50.49 e DP: 27.63
Reg 7 - Cid 26: menor: 0, maior: 100, mediana: 61.00, média: 53.23 e DP: 28.45
Reg 7 - Cid 27: menor: 3, maior: 100, mediana: 48.50, média: 50.29 e DP: 31.48
Reg 7 - Cid 28: menor: 0, maior: 100, mediana: 50.00, média: 50.80 e DP: 30.83
Reg 7 - Cid 29: menor: 0, maior: 100, mediana: 52.50, média: 50.86 e DP: 28.84
Reg 7 - Cid 30: menor: 1, maior: 99, mediana: 52.00, média: 50.29 e DP: 27.42
Reg 7 - Cid 31: menor: 3, maior: 100, mediana: 45.50, média: 46.96 e DP: 28.16
Reg 7 - Cid 32: menor: 0, maior: 100, mediana: 53.50, média: 50.37 e DP: 29.92
Reg 7 - Cid 33: menor: 3, maior: 100, mediana: 55.00, média: 53.17 e DP: 28.53
Reg 7 - Cid 34: menor: 3, maior: 99, mediana: 46.50, média: 49.58 e DP: 27.72
Reg 7 - Cid 35: menor: 0, maior: 100, mediana: 57.50, média: 54.22 e DP: 31.10
Reg 7 - Cid 36: menor: 1, maior: 100, mediana: 49.00, média: 50.50 e DP: 30.91
Reg 7 - Cid 37: menor: 0, maior: 94, mediana: 48.50, média: 45.26 e DP: 27.64
Reg 7 - Cid 38: menor: 0, maior: 100, mediana: 59.00, média: 55.92 e DP: 28.24
Reg 7 - Cid 39: menor: 1, maior: 100, mediana: 45.50, média: 47.52 e DP: 28.13
Reg 7 - Cid 40: menor: 0, maior: 96, mediana: 52.00, média: 49.39 e DP: 29.89
Reg 7 - Cid 41: menor: 0, maior: 100, mediana: 49.50, média: 48.80 e DP: 30.21
Reg 7 - Cid 42: menor: 2, maior: 99, mediana: 45.50, média: 48.98 e DP: 30.40
Reg 7 - Cid 43: menor: 0, maior: 100, mediana: 46.00, média: 45.12 e DP: 28.31
Reg 7 - Cid 44: menor: 1, maior: 99, mediana: 49.50, média: 50.62 e DP: 29.06
Reg 7 - Cid 45: menor: 0, maior: 100, mediana: 49.50, média: 46.88 e DP: 28.41
Reg 7 - Cid 46: menor: 2, maior: 100, mediana: 56.50, média: 51.46 e DP: 29.50
Reg 7 - Cid 47: menor: 0, maior: 99, mediana: 50.50, média: 46.36 e DP: 27.59
Reg 7 - Cid 48: menor: 1, maior: 100, mediana: 48.50, média: 48.61 e DP: 30.57
Reg 7 - Cid 49: menor: 0, maior: 100, mediana: 58.50, média: 54.03 e DP: 30.34
Reg 7 - Cid 50: menor: 1, maior: 100, mediana: 50.50, média: 48.40 e DP: 28.65
Reg 7 - Cid 51: menor: 0, maior: 99, mediana: 47.00, média: 48.76 e DP: 29.57
Reg 7 - Cid 52: menor: 0, maior: 100, mediana: 59.50, média: 55.10 e DP: 29.93
Reg 7 - Cid 53: menor: 0, maior: 100, mediana: 42.50, média: 46.81 e DP: 30.10
Reg 7 - Cid 54: menor: 0, maior: 100, mediana: 47.50, média: 48.22 e DP: 28.50
Reg 7 - Cid 55: menor: 0, maior: 100, mediana: 57.00, média: 51.70 e DP: 29.61
Reg 7 - Cid 56: menor: 0, maior: 100, mediana: 48.50, média: 53.84 e DP: 29.65
Reg 7 - Cid 57: menor: 0, maior: 100, mediana: 51.50, média: 50.12 e DP: 29.31
Reg 7 - Cid 58: menor: 0, maior: 100, mediana: 44.00, média: 47.91 e DP: 30.92
Reg 7 - Cid 59: menor: 2, maior: 100, mediana: 57.00, média: 53.26 e DP: 28.29
Reg 7 - Cid 60: menor: 0, maior: 98, mediana: 46.50, média: 46.88 e DP: 29.00
Reg 7 - Cid 61: menor: 0, maior: 100, mediana: 51.00, média: 49.06 e DP: 29.18
Reg 7 - Cid 62: menor: 0, maior: 97, mediana: 57.00, média: 52.60 e DP: 28.69
Reg 7 - Cid 63: menor: 0, maior: 100, mediana: 45.00, média: 46.61 e DP: 29.06
Reg 7 - Cid 64: menor: 1, maior: 100, mediana: 43.00, média: 46.50 e DP: 27.15
Reg 7 - Cid 65: menor: 1, maior: 100, mediana: 58.50, média: 54.52 e DP: 27.12
Reg 7 - Cid 66: menor: 0, maior: 100, mediana: 39.00, média: 45.48 e DP: 30.27
Reg 7 - Cid 67: menor: 0, maior: 100, mediana: 48.00, média: 47.82 e DP: 28.97
Reg 7 - Cid 68: menor: 0, maior: 100, mediana: 52.50, média: 50.41 e DP: 28.51
Reg 7 - Cid 69: menor: 0, maior: 100, mediana: 53.00, média: 49.08 e DP: 27.97
Reg 7 - Cid 70: menor: 0, maior: 100, mediana: 54.00, média: 51.79 e DP: 27.39
Reg 7 - Cid 71: menor: 0, maior: 100, mediana: 55.50, média: 52.75 e DP: 27.32
Reg 7 - Cid 72: menor: 0, maior: 100, mediana: 52.50, média: 54.90 e DP: 27.02
Reg 7 - Cid 73: menor: 1, maior: 100, mediana: 49.00, média: 50.46 e DP: 30.27
Reg 7 - Cid 74: menor: 1, maior: 100, mediana: 58.50, média: 55.86 e DP: 27.01
Reg 7 - Cid 75: menor: 0, maior: 100, mediana: 51.50, média: 50.83 e DP: 28.00
Reg 7 - Cid 76: menor: 2, maior: 100, mediana: 32.50, média: 43.65 e DP: 30.73
Reg 7 - Cid 77: menor: 0, maior: 99, mediana: 44.00, média: 46.04 e DP: 26.95
Reg 7 - Cid 78: menor: 0, maior: 98, mediana: 52.00, média: 49.81 e DP: 29.70
Reg 7 - Cid 79: menor: 1, maior: 98, mediana: 45.00, média: 46.87 e DP: 28.46
Reg 7 - Cid 80: menor: 0, maior: 97, mediana: 52.50, média: 49.40 e DP: 27.66
Reg 7 - Cid 81: menor: 0, maior: 100, mediana: 44.50, média: 46.77 e DP: 29.90
Reg 7 - Cid 82: menor: 0, maior: 100, mediana: 51.00, média: 49.71 e DP: 29.92
Reg 7 - Cid 83: menor: 2, maior: 98, mediana: 46.50, média: 47.01 e DP: 28.47
Reg 7 - Cid 84: menor: 1, maior: 100, mediana: 49.00, média: 49.03 e DP: 30.62
Reg 7 - Cid 85: menor: 0, maior: 100, mediana: 41.50, média: 45.81 e DP: 28.74
Reg 7 - Cid 86: menor: 1, maior: 100, mediana: 41.00, média: 43.87 e DP: 28.67
Reg 7 - Cid 87: menor: 1, maior: 100, mediana: 46.50, média: 46.13 e DP: 28.93
Reg 7 - Cid 88: menor: 0, maior: 99, mediana: 47.50, média: 48.33 e DP: 30.16
Reg 7 - Cid 89: menor: 0, maior: 98, mediana: 50.00, média: 49.37 e DP: 28.42
Reg 7 - Cid 90: menor: 0, maior: 100, mediana: 55.00, média: 49.89 e DP: 29.93
Reg 7 - Cid 91: menor: 0, maior: 100, mediana: 46.00, média: 46.97 e DP: 27.74
Reg 7 - Cid 92: menor: 0, maior: 100, mediana: 47.00, média: 48.22 e DP: 31.10
Reg 7 - Cid 93: menor: 0, maior: 100, mediana: 51.00, média: 49.74 e DP: 28.90
Reg 7 - Cid 94: menor: 0, maior: 99, mediana: 44.00, média: 49.19 e DP: 29.96
Reg 7 - Cid 95: menor: 1, maior: 99, mediana: 57.50, média: 51.65 e DP: 30.05
Reg 7 - Cid 96: menor: 0, maior: 100, mediana: 51.00, média: 51.37 e DP: 31.33
Reg 7 - Cid 97: menor: 3, maior: 100, mediana: 53.50, média: 53.83 e DP: 27.23
Reg 7 - Cid 98: menor: 0, maior: 100, mediana: 50.50, média: 49.21 e DP: 28.79
Reg 7 - Cid 99: menor: 0, maior: 98, mediana: 51.50, média: 49.28 e DP: 25.31
Reg 7 - menor: 500, maior: 0, mediana: 104.00, média: 0.00 e DP: 0.00

Reg 8 - Cid 0: menor: 0, maior: 100, mediana: 40.50, média: 45.46 e DP: 27.52
Reg 8 - Cid 1: menor: 0, maior: 100, mediana: 48.00, média: 50.90 e DP: 31.47
Reg 8 - Cid 2: menor: 0, maior: 99, mediana: 53.00, média: 50.69 e DP: 31.47
Reg 8 - Cid 3: menor: 0, maior: 100, mediana: 46.00, média: 45.38 e DP: 29.07
Reg 8 - Cid 4: menor: 0, maior: 99, mediana: 49.00, média: 48.36 e DP: 29.26
Reg 8 - Cid 5: menor: 0, maior: 100, mediana: 48.00, média: 48.78 e DP: 27.25
Reg 8 - Cid 6: menor: 0, maior: 97, mediana: 42.00, média: 43.30 e DP: 27.41
Reg 8 - Cid 7: menor: 0, maior: 100, mediana: 48.00, média: 51.30 e DP: 29.36
Reg 8 - Cid 8: menor: 0, maior: 99, mediana: 45.50, média: 48.57 e DP: 29.37
Reg 8 - Cid 9: menor: 0, maior: 100, mediana: 51.00, média: 51.62 e DP: 29.82
Reg 8 - Cid 10: menor: 2, maior: 100, mediana: 53.00, média: 48.21 e DP: 30.58
Reg 8 - Cid 11: menor: 0, maior: 99, mediana: 46.50, média: 47.74 e DP: 30.67
Reg 8 - Cid 12: menor: 0, maior: 100, mediana: 48.00, média: 47.43 e DP: 29.16
Reg 8 - Cid 13: menor: 0, maior: 100, mediana: 48.00, média: 49.24 e DP: 30.13
Reg 8 - Cid 14: menor: 0, maior: 99, mediana: 49.50, média: 48.04 e DP: 28.66
Reg 8 - Cid 15: menor: 0, maior: 100, mediana: 56.50, média: 54.73 e DP: 28.44
Reg 8 - Cid 16: menor: 2, maior: 99, mediana: 57.00, média: 54.48 e DP: 27.03
Reg 8 - Cid 17: menor: 1, maior: 100, mediana: 46.00, média: 45.00 e DP: 28.27
Reg 8 - Cid 18: menor: 2, maior: 99, mediana: 53.00, média: 51.26 e DP: 28.64
Reg 8 - Cid 19: menor: 0, maior: 100, mediana: 47.00, média: 49.38 e DP: 28.14
Reg 8 - Cid 20: menor: 1, maior: 100, mediana: 58.50, média: 56.07 e DP: 28.23
Reg 8 - Cid 21: menor: 1, maior: 100, mediana: 50.00, média: 49.73 e DP: 28.37
Reg 8 - Cid 22: menor: 0, maior: 100, mediana: 56.00, média: 51.36 e DP: 32.19
Reg 8 - Cid 23: menor: 0, maior: 100, mediana: 42.00, média: 45.51 e DP: 29.44
Reg 8 - Cid 24: menor: 0, maior: 100, mediana: 45.00, média: 48.01 e DP: 29.52
Reg 8 - Cid 25: menor: 0, maior: 99, mediana: 48.00, média: 48.16 e DP: 30.57
Reg 8 - Cid 26: menor: 0, maior: 98, mediana: 57.00, média: 53.60 e DP: 27.74
Reg 8 - Cid 27: menor: 1, maior: 100, mediana: 49.00, média: 48.91 e DP: 31.16
Reg 8 - Cid 28: menor: 2, maior: 97, mediana: 44.00, média: 46.34 e DP: 27.05
Reg 8 - Cid 29: menor: 0, maior: 100, mediana: 50.00, média: 50.95 e DP: 28.61
Reg 8 - Cid 30: menor: 0, maior: 100, mediana: 53.00, média: 53.52 e DP: 28.54
Reg 8 - Cid 31: menor: 0, maior: 99, mediana: 56.00, média: 50.94 e DP: 28.74
Reg 8 - Cid 32: menor: 2, maior: 100, mediana: 55.00, média: 52.98 e DP: 27.66
Reg 8 - Cid 33: menor: 0, maior: 99, mediana: 48.00, média: 46.77 e DP: 28.49
Reg 8 - Cid 34: menor: 0, maior: 100, mediana: 50.50, média: 51.49 e DP: 31.85
Reg 8 - Cid 35: menor: 0, maior: 98, mediana: 55.00, média: 50.76 e DP: 27.62
Reg 8 - Cid 36: menor: 0, maior: 99, mediana: 37.50, média: 42.86 e DP: 28.61
Reg 8 - Cid 37: menor: 0, maior: 100, mediana: 40.00, média: 46.24 e DP: 29.28
Reg 8 - Cid 38: menor: 1, maior: 99, mediana: 55.00, média: 53.29 e DP: 28.63
Reg 8 - Cid 39: menor: 0, maior: 99, mediana: 41.50, média: 45.88 e DP: 27.84
Reg 8 - Cid 40: menor: 1, maior: 100, mediana: 51.00, média: 52.28 e DP: 28.23
Reg 8 - Cid 41: menor: 0, maior: 100, mediana: 47.50, média: 46.51 e DP: 27.43
Reg 8 - Cid 42: menor: 0, maior: 100, mediana: 48.50, média: 50.20 e DP: 28.16
Reg 8 - Cid 43: menor: 3, maior: 100, mediana: 60.00, média: 55.15 e DP: 27.34
Reg 8 - Cid 44: menor: 3, maior: 100, mediana: 60.00, média: 57.26 e DP: 25.10
Reg 8 - Cid 45: menor: 1, maior: 99, mediana: 45.50, média: 46.06 e DP: 29.49
Reg 8 - Cid 46: menor: 0, maior: 100, mediana: 42.00, média: 45.07 e DP: 28.84
Reg 8 - Cid 47: menor: 0, maior: 99, mediana: 50.50, média: 50.62 e DP: 28.69
Reg 8 - Cid 48: menor: 0, maior: 100, mediana: 53.00, média: 51.12 e DP: 25.92
Reg 8 - Cid 49: menor: 0, maior: 97, mediana: 47.50, média: 47.80 e DP: 30.04
Reg 8 - Cid 50: menor: 0, maior: 100, mediana: 46.50, média: 49.71 e DP: 31.71
Reg 8 - Cid 51: menor: 0, maior: 100, mediana: 44.00, média: 48.13 e DP: 31.11
Reg 8 - Cid 52: menor: 0, maior: 100, mediana: 50.50, média: 49.08 e DP: 31.23
Reg 8 - Cid 53: menor: 0, maior: 100, mediana: 45.00, média: 43.54 e DP: 30.04
Reg 8 - Cid 54: menor: 0, maior: 100, mediana: 57.00, média: 54.41 e DP: 31.42
Reg 8 - Cid 55: menor: 0, maior: 100, mediana: 45.50, média: 47.18 e DP: 27.95
Reg 8 - Cid 56: menor: 0, maior: 97, mediana: 50.00, média: 48.73 e DP: 27.74
Reg 8 - Cid 57: menor: 1, maior: 97, mediana: 54.00, média: 50.57 e DP: 28.10
Reg 8 - Cid 58: menor: 1, maior: 100, mediana: 42.00, média: 47.30 e DP: 30.91
Reg 8 - Cid 59: menor: 0, maior: 100, mediana: 51.50, média: 50.02 e DP: 29.97
Reg 8 - Cid 60: menor: 3, maior: 100, mediana: 45.50, média: 45.91 e DP: 27.08
Reg 8 - Cid 61: menor: 0, maior: 100, mediana: 63.50, média: 58.62 e DP: 30.39
Reg 8 - Cid 62: menor: 1, maior: 100, mediana: 38.50, média: 45.50 e DP: 28.58
Reg 8 - Cid 63: menor: 2, maior: 99, mediana: 61.00, média: 56.57 e DP: 29.43
Reg 8 - Cid 64: menor: 0, maior: 100, mediana: 45.50, média: 48.37 e DP: 29.13
Reg 8 - Cid 65: menor: 1, maior: 95, mediana: 58.50, média: 53.85 e DP: 26.94
Reg 8 - Cid 66: menor: 0, maior: 100, mediana: 53.00, média: 53.18 e DP: 30.37
Reg 8 - Cid 67: menor: 2, maior: 97, mediana: 55.50, média: 54.44 e DP: 26.57
Reg 8 - Cid 68: menor: 0, maior: 99, mediana: 56.00, média: 53.44 e DP: 27.90
Reg 8 - Cid 69: menor: 0, maior: 100, mediana: 51.00, média: 50.90 e DP: 30.18
Reg 8 - Cid 70: menor: 0, maior: 100, mediana: 55.50, média: 52.56 e DP: 29.49
Reg 8 - Cid 71: menor: 0, maior: 100, mediana: 50.00, média: 49.71 e DP: 28.66
Reg 8 - Cid 72: menor: 2, maior: 99, mediana: 57.00, média: 54.30 e DP: 28.69
Reg 8 - Cid 73: menor: 0, maior: 99, mediana: 51.50, média: 49.18 e DP: 30.40
Reg 8 - Cid 74: menor: 0, maior: 100, mediana: 56.00, média: 50.94 e DP: 27.91
Reg 8 - Cid 75: menor: 1, maior: 99, mediana: 48.50, média: 50.88 e DP: 25.79
Reg 8 - Cid 76: menor: 2, maior: 99, mediana: 51.00, média: 49.62 e DP: 29.62
Reg 8 - Cid 77: menor: 0, maior: 100, mediana: 53.50, média: 48.86 e DP: 29.15
Reg 8 - Cid 78: menor: 0, maior: 100, mediana: 53.00, média: 51.85 e DP: 30.14
Reg 8 - Cid 79: menor: 1, maior: 97, mediana: 48.50, média: 50.04 e DP: 27.87
Reg 8 - Cid 80: menor: 0, maior: 100, mediana: 49.00, média: 53.72 e DP: 28.16
Reg 8 - Cid 81: menor: 0, maior: 98, mediana: 49.50, média: 49.15 e DP: 26.78
Reg 8 - Cid 82: menor: 0, maior: 99, mediana: 43.50, média: 46.26 e DP: 28.81
Reg 8 - Cid 83: menor: 0, maior: 98, mediana: 55.50, média: 52.78 e DP: 28.29
Reg 8 - Cid 84: menor: 0, maior: 100, mediana: 47.00, média: 48.23 e DP: 28.02
Reg 8 - Cid 85: menor: 0, maior: 98, mediana: 47.00, média: 48.43 e DP: 29.54
Reg 8 - Cid 86: menor: 1, maior: 99, mediana: 46.00, média: 48.00 e DP: 26.92
Reg 8 - Cid 87: menor: 2, maior: 99, mediana: 51.50, média: 49.27 e DP: 26.15
Reg 8 - Cid 88: menor: 0, maior: 95, mediana: 53.00, média: 49.80 e DP: 26.20
Reg 8 - Cid 89: menor: 0, maior: 100, mediana: 51.50, média: 51.48 e DP: 31.38
Reg 8 - Cid 90: menor: 1, maior: 100, mediana: 54.00, média: 53.83 e DP: 28.34
Reg 8 - Cid 91: menor: 1, maior: 100, mediana: 53.00, média: 53.04 e DP: 27.12
Reg 8 - Cid 92: menor: 0, maior: 100, mediana: 57.00, média: 52.99 e DP: 29.93
Reg 8 - Cid 93: menor: 3, maior: 100, mediana: 54.00, média: 52.39 e DP: 28.14
Reg 8 - Cid 94: menor: 0, maior: 99, mediana: 44.50, média: 44.36 e DP: 27.14
Reg 8 - Cid 95: menor: 0, maior: 100, mediana: 47.00, média: 48.58 e DP: 27.52
Reg 8 - Cid 96: menor: 1, maior: 100, mediana: 42.50, média: 46.40 e DP: 29.07
Reg 8 - Cid 97: menor: 1, maior: 99, mediana: 61.00, média: 54.66 e DP: 31.05
Reg 8 - Cid 98: menor: 1, maior: 100, mediana: 41.00, média: 46.83 e DP: 31.13
Reg 8 - Cid 99: menor: 1, maior: 96, mediana: 43.00, média: 43.76 e DP: 29.35
Reg 8 - menor: 0, maior: 100, mediana: 25.00, média: 101.93 e DP: 0.00

Reg 9 - Cid 0: menor: 0, maior: 99, mediana: 46.00, média: 47.96 e DP: 29.51
Reg 9 - Cid 1: menor: 1, maior: 100, mediana: 55.00, média: 52.23 e DP: 28.47
Reg 9 - Cid 2: menor: 1, maior: 94, mediana: 50.00, média: 48.95 e DP: 25.46
Reg 9 - Cid 3: menor: 0, maior: 100, mediana: 43.00, média: 45.89 e DP: 28.73
Reg 9 - Cid 4: menor: 0, maior: 99, mediana: 48.50, média: 46.80 e DP: 28.61
Reg 9 - Cid 5: menor: 1, maior: 100, mediana: 54.00, média: 52.36 e DP: 28.26
Reg 9 - Cid 6: menor: 3, maior: 99, mediana: 48.50, média: 47.76 e DP: 28.79
